,town,year,Price/sqm (S$),Latitude,Longitude,transaction_count,scale,Distance from city center in km
355,Kallang/Whampoa,2019,5279,1.3160671178102734,103.85895389653375,600,1284.9293408013787,2.9568293882152297
356,Kallang/Whampoa,2020,5079,1.3160671178102734,103.85895389653375,568,1215.9935372684188,2.9568293882152297
357,Kallang/Whampoa,2021,5631,1.3160671178102734,103.85895389653375,882,1892.4261094355882,2.9568293882152297
358,Kallang/Whampoa,2022,6146,1.3160671178102734,103.85895389653375,927,1989.367083153813,2.9568293882152297
365,Marine Parade,2005,3293,1.3038934089505227,103.91214660756329,246,522.3270142180095,6.865648743564622
366,Marine Parade,2006,3368,1.3038934089505227,103.91214660756329,229,485.7048685911245,6.865648743564622
367,Marine Parade,2007,3769,1.3038934089505227,103.91214660756329,231,490.0133563119345,6.865648743564622
368,Marine Parade,2008,4698,1.3038934089505227,103.91214660756329,250,530.9439896596294,6.865648743564622
369,Marine Parade,2009,4720,1.3038934089505227,103.91214660756329,240,509.4015510555795,6.865648743564622
370,Marine Parade,2010,5416,1.3038934089505227,103.91214660756329,269,571.8746230073244,6.865648743564622
371,Marine Parade,2011,5927,1.3038934089505227,103.91214660756329,163,343.52477380439467,6.865648743564622
372,Marine Parade,2012,6397,1.3038934089505227,103.91214660756329,154,324.1365790607497,6.865648743564622
373,Marine Parade,2013,6599,1.3038934089505227,103.91214660756329,110,229.34984920292976,6.865648743564622
374,Marine Parade,2014,6289,1.3038934089505227,103.91214660756329,151,317.6738474795347,6.865648743564622
375,Marine Parade,2015,6105,1.3038934089505227,103.91214660756329,110,229.34984920292976,6.865648743564622
376,Marine Parade,2016,6207,1.3038934089505227,103.91214660756329,115,240.12106850495476,6.865648743564622
377,Marine Parade,2017,6052,1.3038934089505227,103.91214660756329,124,259.5092632485997,6.865648743564622
378,Marine Parade,2018,6013,1.3038934089505227,103.91214660756329,140,293.9771650150797,6.865648743564622
379,Marine Parade,2019,5526,1.3038934089505227,103.91214660756329,125,261.66350710900474,6.865648743564622
380,Marine Parade,2020,5416,1.3038934089505227,103.91214660756329,132,276.74321413183975,6.865648743564622
381,Marine Parade,2021,5909,1.3038934089505227,103.91214660756329,204,431.8487720809996,6.865648743564622
382,Marine Parade,2022,6332,1.3038934089505227,103.91214660756329,194,410.3063334769496,6.865648743564622
389,Pasir Ris,2005,2326,1.3739657405757402,103.95144699886514,1034,2219.871176217148,14.430426178708046
390,Pasir Ris,2006,2355,1.3739657405757402,103.95144699886514,925,1985.0585954330031,14.430426178708046
391,Pasir Ris,2007,2482,1.3739657405757402,103.95144699886514,875,1877.3464024127532,14.430426178708046
392,Pasir Ris,2008,2993,1.3739657405757402,103.95144699886514,855,1834.2615252046533,14.430426178708046
393,Pasir Ris,2009,3173,1.3739657405757402,103.95144699886514,1077,2312.5036622145626,14.430426178708046
394,Pasir Ris,2010,3503,1.3739657405757402,103.95144699886514,1254,2693.804825506247,14.430426178708046
395,Pasir Ris,2011,3979,1.3739657405757402,103.95144699886514,737,1580.0607496768635,14.430426178708046
396,Pasir Ris,2012,4238,1.3739657405757402,103.95144699886514,833,1786.8681602757433,14.430426178708046
397,Pasir Ris,2013,4362,1.3739657405757402,103.95144699886514,538,1151.366221456269,14.430426178708046
398,Pasir Ris,2014,4161,1.3739657405757402,103.95144699886514,519,1110.435588108574,14.430426178708046
399,Pasir Ris,2015,3893,1.3739657405757402,103.95144699886514,612,1310.7802671262386,14.430426178708046
400,Pasir Ris,2016,3870,1.3739657405757402,103.95144699886514,573,1226.7647565704438,14.430426178708046
401,Pasir Ris,2017,3811,1.3739657405757402,103.95144699886514,626,1340.9396811719087,14.430426178708046
402,Pasir Ris,2018,3903,1.3739657405757402,103.95144699886514,625,1338.7854373115038,14.430426178708046
403,Pasir Ris,2019,4029,1.3739657405757402,103.95144699886514,585,1252.6156828953037,14.430426178708046
404,Pasir Ris,2020,4062,1.3739657405757402,103.95144699886514,849,1821.3360620422231,14.430426178708046
405,Pasir Ris,2021,4492,1.3739657405757402,103.95144699886514,951,2041.068935803533,14.430426178708046
406,Pasir Ris,2022,4919,1.3739657405757402,103.95144699886514,818,1754.5545023696682,14.430426178708046
408,Punggol,2005,2772,1.399416163500561,103.90825296188102,15,24.696682464454977,13.597996131790076
409,Punggol,2006,2786,1.399416163500561,103.90825296188102,220,466.31667384747954,13.597996131790076
410,Punggol,2007,2866,1.399416163500561,103.90825296188102,739,1584.3692373976735,13.597996131790076
411,Punggol,2008,3460,1.399416163500561,103.90825296188102,763,1636.0710900473935,13.597996131790076
412,Punggol,2009,3574,1.399416163500561,103.90825296188102,976,2094.925032313658,13.597996131790076
413,Punggol,2010,4090,1.399416163500561,103.90825296188102,806,1728.7035760448082,13.597996131790076
414,Punggol,2011,4731,1.399416163500561,103.90825296188102,623,1334.4769495906937,13.597996131790076
415,Punggol,2012,5049,1.399416163500561,103.90825296188102,734,1573.5980180956485,13.597996131790076
416,Punggol,2013,5156,1.399416163500561,103.90825296188102,353,752.8311072813442,13.597996131790076
417,Punggol,2014,4756,1.399416163500561,103.90825296188102,438,935.9418354157691,13.597996131790076
418,Punggol,2015,4409,1.399416163500561,103.90825296188102,628,1345.2481688927187,13.597996131790076
419,Punggol,2016,4510,1.399416163500561,103.90825296188102,922,1978.595863851788,13.597996131790076
420,Punggol,2017,4560,1.399416163500561,103.90825296188102,1316,2827.367944851357,13.597996131790076
421,Punggol,2018,4521,1.399416163500561,103.90825296188102,1537,3303.4558380008616,13.597996131790076
422,Punggol,2019,4690,1.399416163500561,103.90825296188102,1160,2491.3059026281776,13.597996131790076
423,Punggol,2020,4933,1.399416163500561,103.90825296188102,1748,3758.001292546316,13.597996131790076
424,Punggol,2021,5329,1.399416163500561,103.90825296188102,2742,5899.319689788884,13.597996131790076
425,Punggol,2022,5976,1.399416163500561,103.90825296188102,2007,4315.950452391211,13.597996131790076
432,Queenstown,2005,2835,1.3015124062061971,103.79701199877948,1032,2215.5626884963376,6.240195214501978
433,Queenstown,2006,2883,1.3015124062061971,103.79701199877948,864,1853.649719948298,6.240195214501978
434,Queenstown,2007,3376,1.3015124062061971,103.79701199877948,885,1898.888841016803,6.240195214501978
435,Queenstown,2008,4500,1.3015124062061971,103.79701199877948,874,1875.192158552348,6.240195214501978
436,Queenstown,2009,4676,1.3015124062061971,103.79701199877948,890,1909.660060318828,6.240195214501978
437,Queenstown,2010,5193,1.3015124062061971,103.79701199877948,996,2138.009909521758,6.240195214501978
438,Queenstown,2011,5681,1.3015124062061971,103.79701199877948,596,1276.3123653597588,6.240195214501978
439,Queenstown,2012,6038,1.3015124062061971,103.79701199877948,616,1319.3972425678587,6.240195214501978
440,Queenstown,2013,6434,1.3015124062061971,103.79701199877948,474,1013.4946143903489,6.240195214501978
441,Queenstown,2014,6306,1.3015124062061971,103.79701199877948,463,989.797931925894,6.240195214501978
442,Queenstown,2015,6160,1.3015124062061971,103.79701199877948,491,1050.116760017234,6.240195214501978
443,Queenstown,2016,6496,1.3015124062061971,103.79701199877948,480,1026.420077552779,6.240195214501978
444,Queenstown,2017,6388,1.3015124062061971,103.79701199877948,527,1127.6695389918139,6.240195214501978
445,Queenstown,2018,5846,1.3015124062061971,103.79701199877948,621,1330.1684618698837,6.240195214501978
446,Queenstown,2019,5890,1.3015124062061971,103.79701199877948,563,1205.2223179663938,6.240195214501978
447,Queenstown,2020,6013,1.3015124062061971,103.79701199877948,653,1399.1042654028436,6.240195214501978
448,Queenstown,2021,6306,1.3015124062061971,103.79701199877948,987,2118.621714778113,6.240195214501978
449,Queenstown,2022,6761,1.3015124062061971,103.79701199877948,755,1618.8371391641533,6.240195214501978
454,Sembawang,2005,2400,1.449755855918237,103.81985263291774,896,1922.5855234812582,17.99346101262305
455,Sembawang,2006,2441,1.449755855918237,103.81985263291774,782,1677.0017233950882,17.99346101262305
456,Sembawang,2007,2586,1.449755855918237,103.81985263291774,726,1556.3640672124084,17.99346101262305
457,Sembawang,2008,3156,1.449755855918237,103.81985263291774,754,1616.6828953037484,17.99346101262305
458,Sembawang,2009,3300,1.449755855918237,103.81985263291774,908,1948.436449806118,17.99346101262305
459,Sembawang,2010,3634,1.449755855918237,103.81985263291774,821,1761.0172339508833,17.99346101262305
460,Sembawang,2011,4014,1.449755855918237,103.81985263291774,560,1198.7595863851789,17.99346101262305
461,Sembawang,2012,4318,1.449755855918237,103.81985263291774,572,1224.6105127100388,17.99346101262305
462,Sembawang,2013,4474,1.449755855918237,103.81985263291774,346,737.7514002585093,17.99346101262305
463,Sembawang,2014,4105,1.449755855918237,103.81985263291774,382,815.3041792330891,17.99346101262305
464,Sembawang,2015,3825,1.449755855918237,103.81985263291774,499,1067.350710900474,17.99346101262305
465,Sembawang,2016,3781,1.449755855918237,103.81985263291774,515,1101.8186126669539,17.99346101262305
466,Sembawang,2017,3681,1.449755855918237,103.81985263291774,525,1123.3610512710038,17.99346101262305
467,Sembawang,2018,3557,1.449755855918237,103.81985263291774,586,1254.7699267557086,17.99346101262305
468,Sembawang,2019,3636,1.449755855918237,103.81985263291774,643,1377.5618267987936,17.99346101262305
469,Sembawang,2020,3727,1.449755855918237,103.81985263291774,450,961.7927617406291,17.99346101262305
470,Sembawang,2021,4363,1.449755855918237,103.81985263291774,513,1097.5101249461438,17.99346101262305
471,Sembawang,2022,4923,1.449755855918237,103.81985263291774,790,1694.2356742783284,17.99346101262305
476,Sengkang,2005,2572,1.389835162366922,103.89281056926305,1182,2538.6992675570873,11.911180955539255
477,Sengkang,2006,2590,1.389835162366922,103.89281056926305,1199,2575.3214131839723,11.911180955539255
478,Sengkang,2007,2767,1.389835162366922,103.89281056926305,1380,2965.239551917277,11.911180955539255
479,Sengkang,2008,3385,1.389835162366922,103.89281056926305,1375,2954.468332615252,11.911180955539255
480,Sengkang,2009,3545,1.389835162366922,103.89281056926305,1702,3658.9060749676864,11.911180955539255
481,Sengkang,2010,3991,1.389835162366922,103.89281056926305,1915,4117.760017233951,11.911180955539255
482,Sengkang,2011,4540,1.389835162366922,103.89281056926305,1348,2896.3037483843173,11.911180955539255
483,Sengkang,2012,4810,1.389835162366922,103.89281056926305,1336,2870.452822059457,11.911180955539255
484,Sengkang,2013,4981,1.389835162366922,103.89281056926305,967,2075.5368375700127,11.911180955539255
485,Sengkang,2014,4499,1.389835162366922,103.89281056926305,974,2090.6165445928477,11.911180955539255
486,Sengkang,2015,4315,1.389835162366922,103.89281056926305,1176,2525.7738043946574,11.911180955539255
487,Sengkang,2016,4183,1.389835162366922,103.89281056926305,1443,3100.956915122792,11.911180955539255
488,Sengkang,2017,4163,1.389835162366922,103.89281056926305,1534,3296.9931064196467,11.911180955539255
489,Sengkang,2018,4190,1.389835162366922,103.89281056926305,1641,3527.4971994829816,11.911180955539255
490,Sengkang,2019,4485,1.389835162366922,103.89281056926305,1795,3859.250753985351,11.911180955539255
491,Sengkang,2020,4565,1.389835162366922,103.89281056926305,2159,4643.39551917277,11.911180955539255
492,Sengkang,2021,4840,1.389835162366922,103.89281056926305,2751,5918.707884532529,11.911180955539255
493,Sengkang,2022,5552,1.389835162366922,103.89281056926305,2300,4947.143903489875,11.911180955539255
500,Serangoon,2005,2457,1.3589596238518387,103.87222984644913,732,1569.2895303748385,7.9232918825375815
501,Serangoon,2006,2417,1.3589596238518387,103.87222984644913,660,1414.1839724256786,7.9232918825375815
502,Serangoon,2007,2712,1.3589596238518387,103.87222984644913,607,1300.0090478242137,7.9232918825375815
503,Serangoon,2008,3333,1.3589596238518387,103.87222984644913,617,1321.5514864282636,7.9232918825375815
504,Serangoon,2009,3615,1.3589596238518387,103.87222984644913,671,1437.8806548901337,7.9232918825375815
505,Serangoon,2010,4242,1.3589596238518387,103.87222984644913,749,1605.9116760017234,7.9232918825375815
506,Serangoon,2011,4843,1.3589596238518387,103.87222984644913,497,1063.042223179664,7.9232918825375815
507,Serangoon,2012,5327,1.3589596238518387,103.87222984644913,482,1030.7285652735889,7.9232918825375815
508,Serangoon,2013,5505,1.3589596238518387,103.87222984644913,365,778.6820336062042,7.9232918825375815
509,Serangoon,2014,5234,1.3589596238518387,103.87222984644913,356,759.2938388625593,7.9232918825375815
510,Serangoon,2015,5142,1.3589596238518387,103.87222984644913,396,845.4635932787592,7.9232918825375815
511,Serangoon,2016,5023,1.3589596238518387,103.87222984644913,430,918.7078845325291,7.9232918825375815
512,Serangoon,2017,4883,1.3589596238518387,103.87222984644913,430,918.7078845325291,7.9232918825375815
513,Serangoon,2018,4899,1.3589596238518387,103.87222984644913,460,983.335200344679,7.9232918825375815
514,Serangoon,2019,4859,1.3589596238518387,103.87222984644913,437,933.7875915553641,7.9232918825375815
515,Serangoon,2020,4843,1.3589596238518387,103.87222984644913,418,892.8569582076691,7.9232918825375815
516,Serangoon,2021,5136,1.3589596238518387,103.87222984644913,519,1110.435588108574,7.9232918825375815
517,Serangoon,2022,5681,1.3589596238518387,103.87222984644913,428,914.399396811719,7.9232918825375815
524,Tampines,2005,2474,1.3525716451417482,103.94789192557117,2248,4835.123222748815,12.706038639622864
525,Tampines,2006,2449,1.3525716451417482,103.94789192557117,2036,4378.423524342956,12.706038639622864
526,Tampines,2007,2559,1.3525716451417482,103.94789192557117,1846,3969.1171908660062,12.706038639622864
527,Tampines,2008,3121,1.3525716451417482,103.94789192557117,1941,4173.7703576044805,12.706038639622864
528,Tampines,2009,3341,1.3525716451417482,103.94789192557117,2175,4677.86342093925,12.706038639622864
529,Tampines,2010,3783,1.3525716451417482,103.94789192557117,2415,5194.88194743645,12.706038639622864
530,Tampines,2011,4302,1.3525716451417482,103.94789192557117,1488,3197.897888841017,12.706038639622864
531,Tampines,2012,4639,1.3525716451417482,103.94789192557117,1663,3574.8905644118913,12.706038639622864
532,Tampines,2013,4802,1.3525716451417482,103.94789192557117,1099,2359.8970271434728,12.706038639622864
533,Tampines,2014,4558,1.3525716451417482,103.94789192557117,1300,2792.9000430848773,12.706038639622864
534,Tampines,2015,4326,1.3525716451417482,103.94789192557117,1308,2810.133993968117,12.706038639622864
535,Tampines,2016,4318,1.3525716451417482,103.94789192557117,1358,2917.846186988367,12.706038639622864
536,Tampines,2017,4369,1.3525716451417482,103.94789192557117,1299,2790.745799224472,12.706038639622864
537,Tampines,2018,4407,1.3525716451417482,103.94789192557117,1368,2939.388625592417,12.706038639622864
538,Tampines,2019,4326,1.3525716451417482,103.94789192557117,1413,3036.329599310642,12.706038639622864
539,Tampines,2020,4346,1.3525716451417482,103.94789192557117,1700,3654.597587246876,12.706038639622864
540,Tampines,2021,4672,1.3525716451417482,103.94789192557117,2149,4621.8530805687205,12.706038639622864
541,Tampines,2022,5240,1.3525716451417482,103.94789192557117,1704,3663.2145626884962,12.706038639622864
548,Toa Payoh,2005,2619,1.3356789426559657,103.85740527268312,995,2135.8556656613528,5.057538745812974
549,Toa Payoh,2006,2579,1.3356789426559657,103.85740527268312,973,2088.462300732443,5.057538745812974
550,Toa Payoh,2007,2935,1.3356789426559657,103.85740527268312,873,1873.0379146919431,5.057538745812974
551,Toa Payoh,2008,3635,1.3356789426559657,103.85740527268312,961,2062.611374407583,5.057538745812974
552,Toa Payoh,2009,3816,1.3356789426559657,103.85740527268312,924,1982.904351572598,5.057538745812974
553,Toa Payoh,2010,4312,1.3356789426559657,103.85740527268312,1063,2282.3442481688926,5.057538745812974
554,Toa Payoh,2011,4851,1.3356789426559657,103.85740527268312,737,1580.0607496768635,5.057538745812974
555,Toa Payoh,2012,5187,1.3356789426559657,103.85740527268312,749,1605.9116760017234,5.057538745812974
556,Toa Payoh,2013,5287,1.3356789426559657,103.85740527268312,560,1198.7595863851789,5.057538745812974
557,Toa Payoh,2014,5124,1.3356789426559657,103.85740527268312,513,1097.5101249461438,5.057538745812974
558,Toa Payoh,2015,4906,1.3356789426559657,103.85740527268312,542,1159.9831968978888,5.057538745812974
559,Toa Payoh,2016,4757,1.3356789426559657,103.85740527268312,553,1183.6798793623439,5.057538745812974
560,Toa Payoh,2017,4810,1.3356789426559657,103.85740527268312,749,1605.9116760017234,5.057538745812974
561,Toa Payoh,2018,4523,1.3356789426559657,103.85740527268312,729,1562.8267987936235,5.057538745812974
562,Toa Payoh,2019,4238,1.3356789426559657,103.85740527268312,706,1513.2791900043085,5.057538745812974
563,Toa Payoh,2020,4104,1.3356789426559657,103.85740527268312,671,1437.8806548901337,5.057538745812974
564,Toa Payoh,2021,5086,1.3356789426559657,103.85740527268312,916,1965.670400689358,5.057538745812974
565,Toa Payoh,2022,5528,1.3356789426559657,103.85740527268312,851,1825.6445497630332,5.057538745812974
572,Woodlands,2005,2231,1.4381320049001574,103.79032033813309,2783,5987.643688065489,17.730529025210963
573,Woodlands,2006,2219,1.4381320049001574,103.79032033813309,2182,4692.943127962085,17.730529025210963
574,Woodlands,2007,2268,1.4381320049001574,103.79032033813309,2475,5324.13657906075,17.730529025210963
575,Woodlands,2008,2694,1.4381320049001574,103.79032033813309,2453,5276.7432141318395,17.730529025210963
576,Woodlands,2009,2909,1.4381320049001574,103.79032033813309,2500,5377.992675570875,17.730529025210963
577,Woodlands,2010,3279,1.4381320049001574,103.79032033813309,3193,6870.883670831538,17.730529025210963
578,Woodlands,2011,3683,1.4381320049001574,103.79032033813309,2014,4331.030159414046,17.730529025210963
579,Woodlands,2012,4027,1.4381320049001574,103.79032033813309,2136,4593.847910383455,17.730529025210963
580,Woodlands,2013,4167,1.4381320049001574,103.79032033813309,1441,3096.6484274019817,17.730529025210963
581,Woodlands,2014,3910,1.4381320049001574,103.79032033813309,1223,2627.023265833692,17.730529025210963
582,Woodlands,2015,3693,1.4381320049001574,103.79032033813309,1228,2637.7944851357174,17.730529025210963
583,Woodlands,2016,3676,1.4381320049001574,103.79032033813309,1371,2945.851357173632,17.730529025210963
584,Woodlands,2017,3571,1.4381320049001574,103.79032033813309,1531,3290.5303748384317,17.730529025210963
585,Woodlands,2018,3440,1.4381320049001574,103.79032033813309,1663,3574.8905644118913,17.730529025210963
586,Woodlands,2019,3398,1.4381320049001574,103.79032033813309,1794,3857.0965101249462,17.730529025210963
587,Woodlands,2020,3590,1.4381320049001574,103.79032033813309,1406,3021.249892287807,17.730529025210963
588,Woodlands,2021,4220,1.4381320049001574,103.79032033813309,1637,3518.8802240413615,17.730529025210963
589,Woodlands,2022,4730,1.4381320049001574,103.79032033813309,1871,4022.973287376131,17.730529025210963
596,Yishun,2005,2152,1.4277108144777344,103.83695715288297,1903,4091.909090909091,15.288933087217947
597,Yishun,2006,2159,1.4277108144777344,103.83695715288297,1774,3814.0116329168463,15.288933087217947
598,Yishun,2007,2239,1.4277108144777344,103.83695715288297,1605,3449.9444205084014,15.288933087217947
599,Yishun,2008,2738,1.4277108144777344,103.83695715288297,1586,3409.0137871607067,15.288933087217947
600,Yishun,2009,3070,1.4277108144777344,103.83695715288297,1690,3633.055148642826,15.288933087217947
601,Yishun,2010,3504,1.4277108144777344,103.83695715288297,2151,4626.161568289531,15.288933087217947
602,Yishun,2011,4012,1.4277108144777344,103.83695715288297,1466,3150.504523912107,15.288933087217947
603,Yishun,2012,4449,1.4277108144777344,103.83695715288297,1516,3258.2167169323566,15.288933087217947
604,Yishun,2013,4586,1.4277108144777344,103.83695715288297,1096,2353.434295562258,15.288933087217947
605,Yishun,2014,4227,1.4277108144777344,103.83695715288297,1171,2515.0025850926327,15.288933087217947
606,Yishun,2015,3973,1.4277108144777344,103.83695715288297,1035,2222.0254200775526,15.288933087217947
607,Yishun,2016,4057,1.4277108144777344,103.83695715288297,1119,2402.9819043515727,15.288933087217947
608,Yishun,2017,3920,1.4277108144777344,103.83695715288297,1257,2700.267557087462,15.288933087217947
609,Yishun,2018,3750,1.4277108144777344,103.83695715288297,1286,2762.7406290392073,15.288933087217947
610,Yishun,2019,3689,1.4277108144777344,103.83695715288297,1790,3848.479534683326,15.288933087217947
611,Yishun,2020,3814,1.4277108144777344,103.83695715288297,1692,3637.3636363636365,15.288933087217947
612,Yishun,2021,4495,1.4277108144777344,103.83695715288297,1750,3762.3097802671264,15.288933087217947
613,Yishun,2022,5000,1.4277108144777344,103.83695715288297,1993,4285.791038345541,15.288933087217947
